campaign_id,click_rate
1974,0.18900251922410427
1975,0.00800016877821245
1976,0.006877705141452618
1977,0.06613906204694515
1978,0.011047759186750087
1979,0.015157256274422886
1980,0.009462096123698586
1981,0.09916242246443031
1982,0.015164783813749805
1983,0.011420626125505515
1984,0.01723148378029481
1985,0.032775145327306285
1986,0.01388949062728587
1987,0.008362848285153882
1988,0.004540793364485466
1989,0.0630588671017234
1990,0.0630588671017234
1991,0.0630588671017234
1992,0.008047878801054764
1993,0.012578363317940017
1994,0.007339440264818631
1995,0.013183553091840184
1996,0.018105767562504517
1997,0.005557123392473948
1998,0.07745718828999931
1999,0.0958708581738372
2000,0.005741260610865278
2001,0.1276430140365536
2002,0.03264613910006252
2003,0.01120756887195378
2004,0.008651294162532264
2005,0.16331505608310143
2006,0.15741283493966893
2007,0.03171058004773614
2008,0.0308761269464906
2009,0.01269615853043185
2010,0.013550252557863124
2011,0.07956929105772055
2012,0.0071705834631733785
2013,0.02169776423866799
2014,0.029755915428279812
2015,0.025850084523102983
2016,0.012054320524362255
2017,0.005848846753412839
2018,0.025891560253234004
2019,0.02074067321006331
2020,0.013292097905103032
2021,0.00445890615498159
2022,0.010834088738757588
2023,0.037215712502305945
2024,0.043858056607894144
2025,0.005512378860748686
2026,0.00710246896191707
2027,0.006656976497817629
2028,0.011692726139578575
2029,0.0057207080088300406
2030,0.07636868396138005
2031,0.037535502564528506
2032,0.03152379447984649
2033,0.14937883163274315
2034,0.0060933580303164
2035,0.012995272917624798
2036,0.05375561532097737
2037,0.034850815231566815
2038,0.005014962015156479
2039,0.05317968524622938
2040,0.11762193229565535
2041,0.08740208064896368
2042,0.011837393436769872
2043,0.00674136849049304
2044,0.011994274805851815
2045,0.06565020430219429
2046,0.02381292282729482
2047,0.006986891654747659
2048,0.00736505570375188
2049,0.010133553222715726
2050,0.23055121912049098
2051,0.007183439783274534
2052,0.017703775744284764
2053,0.006960197479790695
2054,0.007961073536131012
2055,0.006105330161998367
2056,0.10971739295074741
2057,0.0083841081968142
2058,0.011870704590743459
2059,0.08942098746951628
2060,0.006720127524997795
2061,0.11124699441948152
2062,0.13751421412363146
2063,0.008798682931681354
2064,0.008687882244748129
2065,0.012690750461521554
2066,0.018230156046805536
2067,0.11394509624151186
2068,0.007324722690400694
2069,0.01391446718083993
2070,0.07980624285771504
2071,0.02644049892366504
2072,0.007798553473580402
2073,0.017659129930256014
2074,0.003911852514612703
2075,0.007374775026815644
2076,0.12596456591406252
2077,0.15806970220489527
2078,0.13051912190622325
2079,0.050439604242012735
2080,0.0741951697503579
2081,0.01432765915667896
2082,0.12596456591406252
2083,0.028095630589692368
2084,0.1046851083710286
2085,0.02376622265087286
2086,0.012928881644166727
2087,0.03397289799067373
2088,0.01616919956421061
2089,0.027968471494735636
2090,0.007705610286805391
2091,0.008274008545691451
2092,0.026340085385169253
2093,0.08393699030726191
2094,0.031723909425196775
2095,0.03665363226688653
2096,0.03665363226688653
2097,0.0442446515274804
2098,0.007287463350279038
2099,0.08258003444631568
2100,0.010668275268150361
2101,0.014276958013730082
2102,0.06566056648757194
2103,0.011127147796572274
2104,0.058356933853701665
2105,0.13051979897621885
2106,0.028166516982327194
2107,0.015304700186618095
2108,0.02028562738828939
2109,0.07428300393920764
2110,0.3299605172418444
2111,0.04016868737559966
2112,0.0735564165144919
2113,0.011991342338937958
2114,0.003788235424974899
2115,0.024310888815098453
2116,0.010217209825794576
2117,0.00835767193414139
2118,0.015074744828230591
2119,0.00576232337680657
2120,0.00596023968655477
2121,0.003937040388546969
2122,0.010378049793643386
2123,0.008184635194955561
2124,0.020400620143745673
2125,0.009643068594849077
2126,0.012128029048941603
2127,0.011138652513961188
2128,0.0071560883809616786
2129,0.010527324679528324
2130,0.02859569438523586
2131,0.012553919521252547
2132,0.00902113471611115
2133,0.03225630540815854
2134,0.010820088615015074
2135,0.00932663333831401
2136,0.012088512826674305
2137,0.008957284632823406
2138,0.005757143039885676
2139,0.01105439088676014
2140,0.01680067852230706
2141,0.030979312833034272
2142,0.0958189171879062
2143,0.010492140484604345
2144,0.007667379513579235
2145,0.0074599091301527365
2146,0.010369800902705836
2147,0.00849168381318486
2148,0.007997257506226685
2149,0.005848401916242351
2150,0.021136715099945802
2151,0.0724397802477248
2152,0.008669112162601694
2153,0.01060763350563581
2154,0.012092343423155363
2155,0.033629826817298834
2156,0.0038586779990387636
2157,0.00429283942255473
2158,0.008121741090209626
2159,0.004632625145907525
2160,0.026287233021511876
2161,0.01735810679972518
2162,0.30680702531040144
2163,0.015961651583908856
2164,0.007217512245757551
2165,0.05724464821481743
2166,0.04167834585635386
2167,0.017757161388464192
2168,0.02603636318139586
2169,0.020001608457838986
2170,0.01713411806792045
2171,0.01492479226726165
2172,0.09113290289224288
2173,0.005859879620846916
2174,0.02211415690890637
2175,0.008115537021725693
2176,0.03140413233460431
2177,0.02140602973515507
2178,0.005727925125776183
2179,0.055654464384097366
2180,0.1020260738641718
2181,0.012702384957300038
2182,0.011670885029836566
2183,0.18629835817131732
2184,0.13881517949362213
2185,0.00758265498900806
2186,0.03205189004613311
2187,0.022946970220970322
2188,0.06825547211040073
2189,0.014724905204509683
2190,0.12802179511013712
2191,0.0686624317561132
2192,0.024153092734446487
2193,0.024718889674844324
2194,0.014847281377589599
2195,0.013258052648985658
2196,0.060520923935956164
2197,0.13617120272856773
2198,0.012105410022975837
2199,0.005691066473521866
2200,0.0291049134823614
2201,0.007265092111025341
2202,0.09137300420222519
2203,0.005407456363929856
2204,0.033501521867520805
2205,0.1689787398497053
2206,0.24668904487742052
2207,0.010833980459894574
2208,0.006403145202301184
2209,0.00585788265137469
2210,0.047329152977947944
2211,0.09446197844959955
2212,0.005961786422506695
2213,0.012120817982575485
2214,0.010339208117230108
2215,0.0077301751563314145
2216,0.007895756490713406
2217,0.14004636144328853
2218,0.005669444432724016
2219,0.1085238682944439
2220,0.00789457691065958
2221,0.00733916459411246
2222,0.013393309241240084
2223,0.014606097690548575
2224,0.012790443722618783
2225,0.007193126858365146
2226,0.0896923456090812
2227,0.05569011678350703
2228,0.011244572342776149
2229,0.014501453713735351
2230,0.006099152362745165
2231,0.27194957818190557
2232,0.07478053773912319
2233,0.3064054747315504
2234,0.016290232324857386
2235,0.0834166870600018
2236,0.00779330005017433
2237,0.011027436782918659
2238,0.007037871059599127
2239,0.30752442483790005
2240,0.005044086987612787
2241,0.01039454293422027
2242,0.011028414707862488
2243,0.009976490150609987
2244,0.006375027471667088
2245,0.0635523906723933
2246,0.006592334860266033
2247,0.0076576620145661686
2248,0.005382649689494361
2249,0.006891337084222214
2250,0.005382649689494361
2251,0.0039986629291289795
2252,0.0024671204200345247
2253,0.0026252029620798248
2254,0.004303625646923861
2255,0.004303625646923861
2256,0.020815813258006848
2257,0.00782356170482416
2258,0.020119431109746788
2259,0.018897594697686832
2260,0.01139868262569305
2261,0.013695307244529557
2262,0.013735394562145467
2263,0.010991206265173643
2264,0.011365581130010894
2265,0.01002056931281218
2266,0.01881843571334882
2267,0.017191445779965595
2268,0.025896125058937364
2269,0.00454276325807648
2270,0.005969262086269056
2271,0.0097293543367733
2272,0.061558562311155605
2273,0.06030269235562885
2274,0.013411473155824371
2275,0.006727395830725551
2276,0.06430991327268598
2277,0.16875019223299165
2278,0.007710714200592326
2279,0.00910936294491523
2280,0.031452703816955585
2281,0.010086820000062814
2282,0.012608347697337773
2283,0.03559309413175595
2284,0.1519202498764351
2285,0.013665613816835889
2286,0.01159684426637156
2287,0.02402628915455724
2288,0.01496237623204218
2289,0.06774902063774225
2290,0.011987719880368588
2291,0.06429521049367795
2292,0.014414801565783777
2293,0.009157453670649015
2294,0.030422295382984875
2295,0.02018075149568832
2296,0.010874916207320211
2297,0.006943817826069135
2298,0.010425776545669101
2299,0.01137841238341097
2300,0.015797204758392344
2301,0.03031692188176737
2302,0.012691259482613505
2303,0.009759446720945093
2304,0.02581598413172049
2305,0.008612269687442897
2306,0.009540184279068512
2307,0.08469060574585156
2308,0.05039202480221226
2309,0.011088509416855801
2310,0.009166908478793296
2311,0.012390671114043619
2312,0.09335718780525229
2313,0.011472744858654873
2314,0.013002960812462369
2315,0.00844474633454895
2316,0.010967872880482161
2317,0.05592229324366692
2318,0.08019286357385283
2319,0.023005384741173477
2320,0.13128639239276743
2321,0.019130952959755376
2322,0.016926252444465884
2323,0.016939742196190644
2324,0.0417557153592848
2325,0.0191737294686579
2326,0.012818292298861639
2327,0.020138188667819912
2328,0.07646148584479809
2329,0.012436600098913269
2330,0.015587972041376704
2331,0.02351635534022573
2332,0.09474296983539521
2333,0.013853805619919668
2334,0.013105207580606298
2335,0.056444059290950074
2336,0.012679946170841649
2337,0.03374855020583475
2338,0.012885937793616816
2339,0.011881975457776365
2340,0.04745486072921508
2341,0.01636432255147083
2342,0.012800940353596243
2343,0.022178019663113065
2344,0.016159622607836828
2345,0.009113089833420487
2346,0.39657618518532045
2347,0.015909161828038358
2348,0.01117502866606502
2349,0.05301936374412795
2350,0.016776280069163776
2351,0.01278665146089707
2352,0.07033056213194853
2353,0.48983259078510033
2354,0.010077056206436317
2355,0.020013070264504537
2356,0.005231580632891605
2357,0.03526042436111658
2358,0.05823990883710663
2359,0.011014062790050133
2360,0.013547431871463237
2361,0.06220807524105075
2362,0.022955367785672254
2363,0.014304408068716922
2364,0.01581316094943063
2365,0.016099150829912753
2366,0.018303933857858636
2367,0.0493507638613439
2368,0.013635958670846665
2369,0.24106096067213256
2370,0.025905333351538273
2371,0.0456175110213371
2372,0.03171207262197305
2373,0.0132060709710024
2374,0.03157757267739181
2375,0.010212990070234008
2376,0.02016692517619547
2377,0.014851247296982534
2378,0.017927229146510737
2379,0.017609255425703702
2380,0.019176113691470823
2381,0.12258682005500224
2382,0.060474561308172727
2383,0.021151117068961472
2384,0.03488846594455362
2385,0.011942429247598392
2386,0.036267665641061014
2387,0.012941443865962035
2388,0.06387492062118176
2389,0.1842685513279017
2390,0.06399888651754863
2391,0.04492108875834988
2392,0.009651436846257503
2393,0.019968603440055705
2394,0.019968603440055705
2395,0.009770183804723918
2396,0.014876706424435218
2397,0.18460156915946524
2398,0.35895445489081246
2399,0.08163346509658016
2400,0.019388525388776216
2401,0.015983883855575746
2402,0.03466298974859847
2403,0.045222221233868445
2404,0.069574777183628
2405,0.07896772675440532
2406,0.021223333110993975
2407,0.05626270355126145
2408,0.03518674540526606
2409,0.03876066946997656
2410,0.019932696228359893
2411,0.3177303034798379
2412,0.1137412363434264
2413,0.08007874064176683
2414,0.28026836417176865
2415,0.02251672209677214
2416,0.026444371954522455
2417,0.018408325602762766
2418,0.1290661008236012
2419,0.06574799367874887
2420,0.04890356091235497
2421,0.09065486860338676
2422,0.3261504446282344
2423,0.06334702931990413
2424,0.017933799080397557
2425,0.017399117674108754
2426,0.03496246323260167
2427,0.012630530929951658
2428,0.014393561718644901
2429,0.0508398688286101
2430,0.029492532595404897
2431,0.033620477898272466
2432,0.027978793613409925
2433,0.03487602520879335
2434,0.2999260277759199
2435,0.019958626868017734
2436,0.13426981344632202
2437,0.05881953269393403
2438,0.249347618286386
2439,0.04810185556579048
2440,0.0679858144227185
2441,0.028272775595559223
2442,0.04068330212143787
2443,0.0711413906151885
2444,0.08025539913075368
2445,0.021333239487941014
2446,0.13191936619686623
2447,0.011178377794781709
2448,0.02528454485944868
2449,0.07026352516822114
2450,0.019889384137276735
2451,0.05639728062259073
2452,0.0075446648296111
2453,0.02735908870431491
2454,0.03684214216640439
2455,0.01283021390291994
2456,0.07192246150749913
2457,0.012041578298979514
2458,0.03181057403224001
2459,0.011706245507467789
2460,0.05349208592758255
2461,0.011075228657070783
2462,0.09653939746442075
2463,0.10222114820414366
2464,0.01021699666115081
2465,0.029404221722206275
2466,0.008259451687326884
2467,0.01299582597162339
2468,0.014168062465892486
2469,0.07437491892439894
2470,0.018721061893296722
2471,0.22419675469236483
2472,0.012019082960354702
2473,0.028891668047650487
2474,0.01338995951011852
2475,0.016750320793556893
2476,0.007882492620047166
2477,0.016664088940227896
2478,0.005706228960878284
2479,0.027675783921444413
2480,0.03582011711333771
2481,0.0944191247642884
2482,0.02836690180723747
2483,0.02507819612216272
2484,0.018767405093451577
2485,0.005197637714274219
2486,0.14449627372405666
2487,0.03181057403224001
2488,0.07003310197046043
2489,0.054592752305704394
2490,0.03932799202654509
2491,0.03564032421523111
2492,0.06349226112840022
2493,0.05688809828117478
2494,0.017321195114810062
2495,0.005354040002032275
2496,0.005354040002032275
2497,0.09159206220206112
2498,0.11196074303506835
2499,0.02708138059288111
2500,0.08368947595553979
2501,0.08418708933966415
2502,0.024545443535095458
2503,0.17047488422264964
2504,0.05193671118429908
2505,0.032612112357471225
2506,0.014483130825743687
2507,0.01779490614624129
2508,0.012856196646424034
2509,0.031249981309870972
2510,0.07586128008376224
2511,0.10726853365386808
2512,0.05342533931113269
2513,0.03354565329616112
2514,0.05470656249427532
2515,0.0215534455752574
2516,0.03818942690017358
2517,0.0882352048662784
2518,0.05065291521244565
2519,0.2654920567480523
2520,0.24705204590863147
2521,0.03603084794397754
2522,0.013191438519654397
2523,0.15637412338346804
2524,0.013194210577613618
2525,0.09124657528744583
2526,0.06559862990996045
2527,0.015088978283112744
2528,0.05111449988725695
2529,0.17150528975515275
2530,0.03476658188927269
2531,0.053035825435330516
2532,0.029822516661137603
2533,0.03180797374531773
2534,0.018075868466812077
2535,0.030334053731948023
2536,0.023076504128483995
2537,0.04209142427193209
2538,0.03510451261774047
2539,0.055726737465339335
2540,0.008781449300495056
2541,0.021081826699799334
2542,0.008423451000656857
2543,0.009472608246933231
2544,0.030243544516852305
2545,0.016272444671136452
2546,0.029371858099135915
2547,0.09557046350436628
2548,0.07438920599687143
2549,0.09043714264987676
2550,0.015183286676917929
2551,0.06528759859262404
2552,0.024438172006553387
2553,0.05910877170209496
2554,0.017284197522388873
2555,0.03347913781312943
2556,0.060103424253377516
2557,0.09530213299275417
2558,0.038042442029893424
2559,0.030734798781039387
2560,0.05094755303979688
2561,0.023842687636229997
2562,0.01872697669485486
2563,0.02277568697683437
2564,0.022646764173146955
2565,0.03916925155070851
2566,0.014821173525130136
2567,0.04953771822710647
2568,0.04953771822710647
2569,0.10852311894874325
2570,0.016342260167386186
2571,0.02425736745820426
2572,0.008976544377686276
2573,0.02383795030739947
2574,0.030404043126174996
2575,0.023511672665469746
2576,0.0719058397524358
2577,0.012809636252059322
2578,0.047399868769684106
2579,0.044990603343760746
2580,0.02204647825131739
2581,0.02107220752629529
2582,0.09845677515759052
2583,0.1234949007082587
2584,0.012491432847464533
2585,0.007794661649661116
2586,0.013745358338009977
2587,0.01128275029705643
2588,0.02119293346885844
2589,0.023490490112841343
2590,0.022959570256815446
2591,0.017379241774374214
2592,0.08536832897699674
2593,0.11868179506669789
2594,0.14585864809942573
2595,0.027919409894228607
2596,0.1457262203980148
2597,0.01752866429646501
2598,0.04450366662658718
2599,0.036947494283148016
2600,0.027844351508549643
2601,0.07376304984887969
2602,0.028595866082607245
2603,0.02627150635740603
2604,0.022816854369447966
2605,0.035256555980403274
2606,0.09954187360726909
2607,0.039633308455467434
2608,0.05580285056272542
2609,0.1877977860026297
2610,0.1500615757564117
2611,0.03310292735527452
2612,0.10526130438656953
2613,0.0407207203709892
2614,0.10954583747046838
2615,0.1024005341657783
2616,0.029680698625308394
2617,0.05565543649866741
2618,0.09129594356328105
2619,0.16108795436502513
2620,0.09723118736093309
2621,0.0610942016520926
2622,0.03918731514215436
2623,0.01083523940459383
2624,0.015108891841579658
2625,0.015239881683247709
2626,0.012298272731253425
2627,0.028672476803225672
2628,0.04115554485302042
2629,0.012536411517675
2630,0.005796263934968895
2631,0.019502122206803123
2632,0.01597668140143959
2633,0.018841788111543724
2634,0.030565475367512522
2635,0.017964657756289654
2636,0.11875025855443626
2637,0.03483766752024924
2638,0.07609484777812461
2639,0.08612648672146618
2640,0.030182761098037747
2641,0.3966363372032548
2642,0.004225740705124033
2643,0.18328984983413676
2644,0.01935578676165205
2645,0.13381301689603925
2646,0.008838152804619977
2647,0.03919165006702518
2648,0.03531157548015124
2649,0.2888986170938252
2650,0.010958224234091622
